,geodi10,All Other Thefts,Simple Assault,Theft From Motor Vehicle,Quarter
586,37119005711,0.0,0.0,0.0,3.0
587,37119005711,0.0,0.0,0.0,4.0
588,37119005714,0.0,0.0,1.0,1.0
589,37119005714,1.0,0.0,0.0,2.0
590,37119005714,0.0,0.0,0.0,3.0
591,37119005714,0.0,0.0,0.0,4.0
592,37119005715,0.0,0.0,0.0,1.0
593,37119005715,1.0,1.0,1.0,2.0
594,37119005715,1.0,4.0,4.0,3.0
595,37119005715,0.0,1.0,1.0,4.0
596,37119005716,4.0,4.0,6.0,1.0
597,37119005716,6.0,4.0,15.0,2.0
598,37119005716,3.0,6.0,8.0,3.0
599,37119005716,5.0,4.0,19.0,4.0
600,37119005717,2.0,3.0,5.0,1.0
601,37119005717,1.0,5.0,10.0,2.0
602,37119005717,3.0,7.0,7.0,3.0
603,37119005717,3.0,4.0,11.0,4.0
604,37119005811,4.0,4.0,9.0,1.0
605,37119005811,3.0,1.0,11.0,2.0
606,37119005811,11.0,2.0,16.0,3.0
607,37119005811,9.0,2.0,9.0,4.0
608,37119005812,20.0,13.0,19.0,1.0
609,37119005812,20.0,11.0,20.0,2.0
610,37119005812,14.0,13.0,23.0,3.0
611,37119005812,17.0,6.0,29.0,4.0
612,37119005815,8.0,5.0,9.0,1.0
613,37119005815,9.0,4.0,11.0,2.0
614,37119005815,8.0,2.0,10.0,3.0
615,37119005815,9.0,3.0,11.0,4.0
616,37119005816,3.0,1.0,7.0,1.0
617,37119005816,5.0,3.0,4.0,2.0
618,37119005816,4.0,1.0,4.0,3.0
619,37119005816,5.0,3.0,5.0,4.0
620,37119005817,3.0,1.0,1.0,1.0
621,37119005817,3.0,1.0,12.0,2.0
622,37119005817,1.0,2.0,5.0,3.0
623,37119005817,1.0,1.0,5.0,4.0
624,37119005823,0.0,1.0,6.0,1.0
625,37119005823,4.0,3.0,15.0,2.0
626,37119005823,6.0,2.0,18.0,3.0
627,37119005823,7.0,1.0,14.0,4.0
628,37119005824,8.0,15.0,14.0,1.0
629,37119005824,7.0,19.0,11.0,2.0
630,37119005824,4.0,13.0,9.0,3.0
631,37119005824,9.0,12.0,12.0,4.0
632,37119005825,0.0,0.0,0.0,1.0
633,37119005825,0.0,0.0,1.0,2.0
634,37119005825,0.0,0.0,0.0,3.0
635,37119005825,0.0,0.0,1.0,4.0
636,37119005826,4.0,4.0,1.0,1.0
637,37119005826,2.0,5.0,10.0,2.0
638,37119005826,4.0,6.0,8.0,3.0
639,37119005826,2.0,2.0,7.0,4.0
640,37119005827,12.0,10.0,6.0,1.0
641,37119005827,13.0,9.0,17.0,2.0
642,37119005827,8.0,7.0,8.0,3.0
643,37119005827,13.0,10.0,9.0,4.0
644,37119005828,5.0,9.0,8.0,1.0
645,37119005828,6.0,5.0,5.0,2.0
646,37119005828,1.0,4.0,10.0,3.0
647,37119005828,4.0,4.0,3.0,4.0
648,37119005829,0.0,2.0,2.0,1.0
649,37119005829,0.0,2.0,0.0,2.0
650,37119005829,2.0,4.0,2.0,3.0
651,37119005829,0.0,1.0,2.0,4.0
652,37119005830,2.0,4.0,1.0,1.0
653,37119005830,3.0,1.0,2.0,2.0
654,37119005830,2.0,7.0,6.0,3.0
655,37119005830,3.0,5.0,7.0,4.0
656,37119005831,6.0,1.0,10.0,1.0
657,37119005831,5.0,2.0,11.0,2.0
658,37119005831,9.0,4.0,9.0,3.0
659,37119005831,6.0,3.0,6.0,4.0
660,37119005832,1.0,0.0,1.0,1.0
661,37119005832,0.0,1.0,0.0,2.0
662,37119005832,1.0,1.0,13.0,3.0
663,37119005832,3.0,0.0,3.0,4.0
664,37119005833,0.0,0.0,0.0,1.0
665,37119005833,0.0,0.0,1.0,2.0
666,37119005833,0.0,0.0,0.0,3.0
667,37119005833,0.0,0.0,0.0,4.0
668,37119005836,1.0,0.0,1.0,1.0
669,37119005836,0.0,4.0,9.0,2.0
670,37119005836,5.0,2.0,11.0,3.0
671,37119005836,3.0,0.0,4.0,4.0
672,37119005837,2.0,4.0,5.0,1.0
673,37119005837,8.0,4.0,8.0,2.0
674,37119005837,11.0,6.0,23.0,3.0
675,37119005837,5.0,3.0,8.0,4.0
676,37119005838,5.0,6.0,1.0,1.0
677,37119005838,8.0,6.0,8.0,2.0
678,37119005838,9.0,4.0,19.0,3.0
679,37119005838,5.0,3.0,15.0,4.0
680,37119005839,0.0,0.0,7.0,1.0
681,37119005839,3.0,1.0,10.0,2.0
682,37119005839,0.0,1.0,9.0,3.0
683,37119005839,3.0,2.0,12.0,4.0
684,37119005840,2.0,3.0,0.0,1.0
685,37119005840,5.0,1.0,0.0,2.0
686,37119005840,3.0,1.0,6.0,3.0
687,37119005840,0.0,2.0,6.0,4.0
688,37119005841,2.0,1.0,7.0,1.0
689,37119005841,5.0,1.0,9.0,2.0
690,37119005841,3.0,2.0,13.0,3.0
691,37119005841,1.0,2.0,7.0,4.0
692,37119005842,11.0,3.0,3.0,1.0
693,37119005842,5.0,3.0,10.0,2.0
694,37119005842,1.0,4.0,7.0,3.0
695,37119005842,5.0,1.0,7.0,4.0
696,37119005843,4.0,3.0,4.0,1.0
697,37119005843,8.0,3.0,4.0,2.0
698,37119005843,7.0,4.0,8.0,3.0
699,37119005843,9.0,6.0,1.0,4.0
700,37119005844,6.0,1.0,2.0,1.0
701,37119005844,3.0,1.0,5.0,2.0
702,37119005844,5.0,7.0,4.0,3.0
703,37119005844,8.0,3.0,7.0,4.0
704,37119005845,1.0,4.0,5.0,1.0
705,37119005845,4.0,4.0,3.0,2.0
706,37119005845,4.0,2.0,5.0,3.0
707,37119005845,2.0,4.0,5.0,4.0
708,37119005846,4.0,0.0,2.0,1.0
709,37119005846,4.0,2.0,7.0,2.0
710,37119005846,0.0,2.0,9.0,3.0
711,37119005846,4.0,2.0,4.0,4.0
712,37119005847,7.0,1.0,1.0,1.0
713,37119005847,3.0,0.0,6.0,2.0
714,37119005847,1.0,2.0,6.0,3.0
715,37119005847,1.0,3.0,7.0,4.0
716,37119005848,1.0,0.0,2.0,1.0
717,37119005848,0.0,0.0,1.0,2.0
718,37119005848,1.0,1.0,4.0,3.0
719,37119005848,0.0,0.0,9.0,4.0
720,37119005906,10.0,9.0,10.0,1.0
721,37119005906,18.0,16.0,18.0,2.0
722,37119005906,13.0,12.0,19.0,3.0
723,37119005906,13.0,15.0,14.0,4.0
724,37119005907,13.0,5.0,6.0,1.0
725,37119005907,18.0,2.0,4.0,2.0
726,37119005907,9.0,1.0,15.0,3.0
727,37119005907,19.0,2.0,11.0,4.0
728,37119005908,4.0,1.0,0.0,1.0
729,37119005908,2.0,4.0,5.0,2.0
730,37119005908,5.0,0.0,3.0,3.0
731,37119005908,4.0,1.0,3.0,4.0
732,37119005909,7.0,9.0,2.0,1.0
733,37119005909,8.0,2.0,14.0,2.0
734,37119005909,9.0,3.0,7.0,3.0
735,37119005909,5.0,4.0,18.0,4.0
736,37119005910,6.0,5.0,10.0,1.0
737,37119005910,7.0,7.0,21.0,2.0
738,37119005910,0.0,10.0,15.0,3.0
739,37119005910,5.0,6.0,13.0,4.0
740,37119005911,7.0,2.0,0.0,1.0
741,37119005911,13.0,6.0,7.0,2.0
742,37119005911,14.0,6.0,16.0,3.0
743,37119005911,6.0,4.0,2.0,4.0
744,37119005912,20.0,12.0,21.0,1.0
745,37119005912,21.0,18.0,24.0,2.0
746,37119005912,27.0,19.0,18.0,3.0
747,37119005912,23.0,14.0,22.0,4.0
748,37119005913,11.0,10.0,15.0,1.0
749,37119005913,8.0,9.0,23.0,2.0
750,37119005913,13.0,11.0,11.0,3.0
751,37119005913,10.0,10.0,21.0,4.0
752,37119005914,7.0,10.0,11.0,1.0
753,37119005914,7.0,8.0,19.0,2.0
754,37119005914,12.0,6.0,20.0,3.0
755,37119005914,7.0,20.0,18.0,4.0
756,37119005915,2.0,4.0,6.0,1.0
757,37119005915,4.0,4.0,8.0,2.0
758,37119005915,2.0,0.0,8.0,3.0
759,37119005915,5.0,4.0,18.0,4.0
760,37119005916,4.0,4.0,9.0,1.0
761,37119005916,8.0,3.0,9.0,2.0
762,37119005916,5.0,6.0,24.0,3.0
763,37119005916,8.0,9.0,17.0,4.0
764,37119005917,3.0,2.0,6.0,1.0
765,37119005917,5.0,7.0,19.0,2.0
766,37119005917,2.0,4.0,6.0,3.0
767,37119005917,9.0,5.0,9.0,4.0
768,37119005918,3.0,4.0,3.0,1.0
769,37119005918,8.0,5.0,6.0,2.0
770,37119005918,5.0,1.0,7.0,3.0
771,37119005918,8.0,1.0,8.0,4.0
772,37119006005,10.0,6.0,8.0,1.0
773,37119006005,11.0,7.0,25.0,2.0
774,37119006005,4.0,3.0,8.0,3.0
775,37119006005,12.0,5.0,9.0,4.0
776,37119006006,20.0,16.0,15.0,1.0
777,37119006006,20.0,22.0,9.0,2.0
778,37119006006,19.0,11.0,16.0,3.0
779,37119006006,14.0,7.0,26.0,4.0
780,37119006007,6.0,10.0,7.0,1.0
781,37119006007,4.0,5.0,13.0,2.0
782,37119006007,12.0,9.0,23.0,3.0
783,37119006007,13.0,10.0,29.0,4.0
784,37119006008,7.0,2.0,5.0,1.0
785,37119006008,9.0,2.0,6.0,2.0
786,37119006008,0.0,6.0,13.0,3.0
787,37119006008,3.0,5.0,11.0,4.0
788,37119006009,1.0,5.0,7.0,1.0
789,37119006009,6.0,3.0,15.0,2.0
790,37119006009,4.0,4.0,7.0,3.0
791,37119006009,3.0,4.0,9.0,4.0
792,37119006010,12.0,10.0,27.0,1.0
793,37119006010,29.0,20.0,17.0,2.0
794,37119006010,14.0,9.0,13.0,3.0
795,37119006010,15.0,12.0,9.0,4.0
796,37119006103,6.0,7.0,6.0,1.0
797,37119006103,20.0,4.0,5.0,2.0
798,37119006103,12.0,6.0,22.0,3.0
799,37119006103,9.0,6.0,8.0,4.0
800,37119006104,16.0,10.0,24.0,1.0
801,37119006104,13.0,21.0,47.0,2.0
802,37119006104,23.0,14.0,41.0,3.0
803,37119006104,20.0,13.0,9.0,4.0
804,37119006105,1.0,1.0,2.0,1.0
805,37119006105,5.0,3.0,10.0,2.0
806,37119006105,2.0,6.0,10.0,3.0
807,37119006105,5.0,1.0,3.0,4.0
808,37119006106,32.0,9.0,13.0,1.0
809,37119006106,23.0,11.0,34.0,2.0
810,37119006106,25.0,12.0,48.0,3.0
811,37119006106,24.0,12.0,44.0,4.0
812,37119006107,9.0,8.0,19.0,1.0
813,37119006107,14.0,10.0,17.0,2.0
814,37119006107,11.0,7.0,25.0,3.0
815,37119006107,15.0,9.0,24.0,4.0
816,37119006108,9.0,5.0,8.0,1.0
817,37119006108,6.0,8.0,11.0,2.0
818,37119006108,8.0,9.0,18.0,3.0
819,37119006108,11.0,8.0,3.0,4.0
820,37119006109,9.0,13.0,5.0,1.0
821,37119006109,11.0,10.0,7.0,2.0
822,37119006109,11.0,5.0,9.0,3.0
823,37119006109,6.0,5.0,7.0,4.0
824,37119006204,0.0,0.0,0.0,1.0
825,37119006204,0.0,0.0,0.0,2.0
826,37119006204,0.0,0.0,1.0,3.0
827,37119006204,0.0,0.0,0.0,4.0
828,37119006213,2.0,0.0,6.0,1.0
829,37119006213,0.0,1.0,11.0,2.0
830,37119006213,1.0,1.0,6.0,3.0
831,37119006213,0.0,1.0,4.0,4.0
832,37119006215,0.0,0.0,1.0,1.0
833,37119006215,0.0,0.0,0.0,2.0
834,37119006215,0.0,0.0,0.0,3.0
835,37119006215,0.0,0.0,0.0,4.0
836,37119006302,0.0,4.0,1.0,1.0
837,37119006302,2.0,0.0,0.0,2.0
838,37119006302,3.0,1.0,0.0,3.0
839,37119006302,3.0,1.0,3.0,4.0
840,37119006304,1.0,0.0,0.0,1.0
841,37119006304,0.0,2.0,0.0,2.0
842,37119006304,1.0,1.0,1.0,3.0
843,37119006304,0.0,1.0,0.0,4.0
